חודש/שנה קלנדרי/ת,מקט,תחזית
04.2019,1026,"32,270 קג"
04.2019,1027,"24,873 קג"
04.2019,1576,"1,159 קג"
04.2019,722,"1,780 קג"
04.2019,1319,538 קג
04.2019,1320,468 קג
04.2019,949,"7,370 קג"
04.2019,2297,"8,307 קג"
04.2019,1008,"15,157 קג"
04.2019,753,462 קג
04.2019,854,"3,824 קג"
04.2019,905,"13,527 קג"
04.2019,906,"12,084 קג"
04.2019,954,"12,272 קג"
04.2019,876,"7,949 קג"
04.2019,803,287 קג
04.2019,108,"6,290 קג"
04.2019,1421,329 קג
04.2019,930,"16,291 קג"
04.2019,931,"8,384 קג"
04.2019,1232,348 קג
04.2019,1091,"52,546 קג"
04.2019,1092,"6,266 קג"
04.2019,1072,"1,560 קג"
04.2019,1073,314 קג
04.2019,1074,358 קג
04.2019,1075,633 קג
04.2019,1065,"8,228 קג"
04.2019,51,"2,526 קג"
04.2019,70,"5,881 קג"
04.2019,52,"8,271 קג"
04.2019,53,"8,310 קג"
04.2019,957,"5,061 קג"
04.2019,932,"4,594 קג"
04.2019,1030,"25,246 קג"
04.2019,1331,"2,763 קג"
04.2019,1332,"10,019 קג"
04.2019,1333,"9,195 קג"
04.2019,1277,"9,760 קג"
04.2019,1334,"2,597 קג"
04.2019,1335,"2,170 קג"
04.2019,1452,"2,578 קג"
04.2019,1353,"10,111 קג"
04.2019,1431,"70,818 קג"
04.2019,1432,"21,519 קג"
04.2019,1433,"18,365 קג"
04.2019,89,"2,112 קג"
04.2019,1243,"7,042 קג"
04.2019,1244,875 קג
04.2019,1245,"1,170 קג"
04.2019,1246,"1,062 קג"
04.2019,1434,"18,808 קג"
04.2019,1453,"5,827 קג"
04.2019,2179,862 קג
04.2019,2181,529 קג
04.2019,2182,295 קג
04.2019,1120,"24,524 קג"
04.2019,1121,"26,716 קג"
04.2019,124,468 קג
04.2019,1465,399 קג
04.2019,2441,941 קג
04.2019,2442,170 קג
04.2019,2443,"1,244 קג"
04.2019,2444,346 קג
04.2019,754,"1,214 קג"
04.2019,2562,"3,320 קג"
04.2019,1466,702 קג
04.2019,1456,704 קג
04.2019,2235,"1,163 קג"
04.2019,2400,"1,220 קג"
04.2019,2401,170 קג
04.2019,2402,184 קג
04.2019,2446,"1,219 קג"
04.2019,2447,"1,256 קג"
04.2019,2409,131 קג
04.2019,2449,"1,200 קג"
04.2019,2504,"11,580 קג"
04.2019,2505,"5,714 קג"
04.2019,2487,965 קג
04.2019,2403,131 קג
04.2019,2410,131 קג
04.2019,2411,131 קג
04.2019,2412,131 קג
04.2019,171,705 קג
04.2019,1001,"66,102 קג"
04.2019,995,"47,245 קג"
04.2019,1076,702 קג
04.2019,1110,"17,042 קג"
04.2019,1373,"15,398 קג"
04.2019,1374,"2,375 קג"
04.2019,36,"3,450 קג"
04.2019,2450,311 קג
04.2019,909,"21,343 קג"
04.2019,1031,"19,772 קג"
04.2019,1046,"12,455 קג"
04.2019,1047,"12,455 קג"
04.2019,950,"9,773 קג"
04.2019,895,"3,133 קג"
04.2019,896,"3,588 קג"
04.2019,266,647 קג
04.2019,267,647 קג
04.2019,1336,"3,600 קג"
04.2019,724,275 קג
04.2019,1554,"1,615 קג"
04.2019,1555,"1,467 קג"
04.2019,1249,721 קג
04.2019,1250,604 קג
04.2019,1251,488 קג
04.2019,1252,770 קג
04.2019,1556,"1,565 קג"
04.2019,1253,700 קג
04.2019,951,"9,018 קג"
04.2019,952,"6,200 קג"
04.2019,1048,"7,704 קג"
04.2019,933,"19,350 קג"
04.2019,1557,"2,777 קג"
04.2019,54,"8,823 קג"
04.2019,90,"5,011 קג"
04.2019,1558,"2,777 קג"
04.2019,172,239 קג
04.2019,2238,"1,024 קג"
04.2019,2239,"1,024 קג"
04.2019,2413,217 קג
04.2019,2414,173 קג
04.2019,2415,254 קג
04.2019,2416,210 קג
04.2019,800,"1,360 קג"
04.2019,798,625 קג
05.2019,2387,"9,200 קג"
05.2019,2489,"1,850 קג"
05.2019,2465,349 קג
05.2019,219,883 קג
05.2019,239,"1,127 קג"
05.2019,428,"14,800 קג"
05.2019,240,368 קג
05.2019,241,582 קג
05.2019,220,442 קג
05.2019,304,"1,839 קג"
05.2019,430,"8,814 קג"
05.2019,350,"29,555 קג"
05.2019,368,"4,938 קג"
05.2019,365,"1,342 קג"
05.2019,351,"2,230 קג"
05.2019,352,"16,350 קג"
05.2019,369,"10,111 קג"
05.2019,434,"18,159 קג"
05.2019,435,"5,000 קג"
05.2019,436,"5,979 קג"
05.2019,317,"10,868 קג"
05.2019,318,"2,802 קג"
05.2019,319,"4,306 קג"
05.2019,331,"21,795 קג"
05.2019,346,"6,303 קג"
05.2019,341,"6,151 קג"
05.2019,242,"4,236 קג"
05.2019,342,"10,004 קג"
05.2019,332,"18,454 קג"
05.2019,272,"3,138 קג"
05.2019,1606,"1,596 קג"
05.2019,1607,190 קג
05.2019,1583,"1,480 קג"
05.2019,1585,741 קג
05.2019,1586,178 קג
05.2019,661,"6,810 קג"
05.2019,662,"2,323 קג"
05.2019,2593,"1,758 קג"
05.2019,2369,"4,498 קג"
05.2019,2364,"3,686 קג"
05.2019,1475,"7,520 קג"
05.2019,273,"5,347 קג"
05.2019,274,"4,744 קג"
05.2019,1476,"15,467 קג"
05.2019,206,"103,393 קג"
05.2019,210,"7,250 קג"
05.2019,213,"41,693 קג"
05.2019,209,"2,217 קג"
05.2019,1379,"31,297 קג"
05.2019,1380,"27,518 קג"
05.2019,1297,"6,963 קג"
05.2019,1354,"25,055 קג"
05.2019,1261,"5,767 קג"
05.2019,1381,"29,710 קג"
05.2019,1298,"6,383 קג"
05.2019,1262,"6,788 קג"
05.2019,1355,"34,575 קג"
05.2019,1356,"22,675 קג"
05.2019,1299,"7,730 קג"
05.2019,1300,"5,217 קג"
05.2019,1278,"5,232 קג"
05.2019,1357,"26,525 קג"
05.2019,1160,"10,384 קג"
05.2019,1161,"7,615 קג"
05.2019,1162,"5,210 קג"
05.2019,1163,"5,840 קג"
05.2019,1164,"9,379 קג"
05.2019,1165,"22,564 קג"
05.2019,1166,"8,671 קג"
05.2019,1167,"13,448 קג"
05.2019,1382,"9,550 קג"
05.2019,233,"1,885 קג"
05.2019,1358,"27,486 קג"
05.2019,2,"6,552 קג"
05.2019,3,"8,256 קג"
05.2019,13,"57,436 קג"
05.2019,1469,"1,860 קג"
05.2019,1470,"4,673 קג"
05.2019,1168,"8,727 קג"
05.2019,1491,"7,476 קג"
05.2019,1492,"5,848 קג"
05.2019,1493,"8,007 קג"
05.2019,1494,"18,165 קג"
05.2019,2529,"45,600 קג"
05.2019,2530,"7,100 קג"
05.2019,2531,"19,000 קג"
05.2019,2537,"5,703 קג"
05.2019,2461,"1,195 קג"
05.2019,2462,"1,636 קג"
05.2019,2385,381 קג
05.2019,2516,"3,950 קג"
05.2019,2518,"68,700 קג"
05.2019,2538,"70,908 קג"
05.2019,2539,"28,100 קג"
05.2019,2390,170 קג
05.2019,2568,"1,051 קג"
05.2019,2571,"1,000 קג"
05.2019,2495,"32,435 קג"
05.2019,2493,"1,001 קג"
05.2019,2468,975 קג
05.2019,2494,"1,588 קג"
05.2019,2480,"1,273 קג"
05.2019,832,"75,755 קג"
05.2019,882,"21,418 קג"
05.2019,1052,"72,435 קג"
05.2019,1037,"22,842 קג"
05.2019,1012,"31,680 קג"
05.2019,911,"92,567 קג"
05.2019,1013,"8,513 קג"
05.2019,846,"35,156 קג"
05.2019,912,"65,985 קג"
05.2019,736,"3,496 קג"
05.2019,1144,"10,013 קג"
05.2019,25,"118,225 קג"
05.2019,85,"35,546 קג"
05.2019,74,"16,340 קג"
05.2019,1098,"18,614 קג"
05.2019,881,"29,228 קג"
05.2019,861,"128,595 קג"
05.2019,1038,"47,931 קג"
05.2019,883,"8,458 קג"
05.2019,833,"157,990 קג"
05.2019,834,"47,559 קג"
05.2019,35,"14,345 קג"
05.2019,114,"11,178 קג"
05.2019,111,"7,846 קג"
05.2019,1049,"13,019 קג"
05.2019,1050,"14,531 קג"
05.2019,117,"2,972 קג"
05.2019,118,"10,395 קג"
05.2019,37,"17,949 קג"
05.2019,1099,"91,787 קג"
05.2019,38,"89,875 קג"
05.2019,120,"16,578 קג"
05.2019,121,"2,393 קג"
05.2019,91,"18,500 קג"
05.2019,878,"306,488 קג"
05.2019,1053,"19,043 קג"
05.2019,862,"27,791 קג"
05.2019,863,"240,291 קג"
05.2019,864,"11,210 קג"
05.2019,1145,"197,950 קג"
05.2019,1142,"13,608 קג"
05.2019,1143,"14,946 קג"
05.2019,847,"21,705 קג"
05.2019,39,"3,745 קג"
05.2019,112,"4,779 קג"
05.2019,989,"76,391 קג"
05.2019,913,"19,924 קג"
05.2019,914,"168,412 קג"
05.2019,1014,"160,101 קג"
05.2019,1003,"17,636 קג"
05.2019,1054,"53,836 קג"
05.2019,116,"9,813 קג"
05.2019,1100,"31,866 קג"
05.2019,1015,"12,174 קג"
05.2019,1101,"83,664 קג"
05.2019,86,"6,715 קג"
05.2019,30,"14,248 קג"
05.2019,1102,"62,858 קג"
05.2019,75,"19,553 קג"
05.2019,1122,"24,119 קג"
05.2019,884,"12,639 קג"
05.2019,835,"105,735 קג"
05.2019,865,"20,721 קג"
05.2019,866,"85,465 קג"
05.2019,320,"3,962 קג"
05.2019,1039,"24,214 קג"
05.2019,2482,"14,854 קג"
05.2019,1305,"4,327 קג"
05.2019,2483,"3,533 קג"
05.2019,727,580 קג
05.2019,1611,"1,279 קג"
05.2019,1612,198 קג
05.2019,725,107 קג
05.2019,1559,"1,738 קג"
05.2019,1560,"1,255 קג"
05.2019,1561,"2,889 קג"
05.2019,1562,"2,908 קג"
05.2019,1103,"32,734 קג"
05.2019,859,"17,691 קג"
05.2019,115,"9,748 קג"
05.2019,2333,"8,140 קג"
05.2019,1563,"2,298 קג"
05.2019,2476,318 קג
05.2019,1565,"1,782 קג"
05.2019,726,142 קג
05.2019,59,"24,678 קג"
05.2019,60,"14,546 קג"
05.2019,61,"31,808 קג"
05.2019,62,"36,728 קג"
05.2019,1265,"3,719 קג"
05.2019,321,"3,232 קג"
05.2019,276,"1,896 קג"
05.2019,438,"7,245 קג"
05.2019,2455,"2,497 קג"
05.2019,990,"43,384 קג"
05.2019,26,"86,323 קג"
05.2019,82,"14,809 קג"
05.2019,1613,810 קג
05.2019,1614,392 קג
05.2019,1615,"1,123 קג"
05.2019,2247,"1,248 קג"
05.2019,1040,"39,660 קג"
05.2019,102,"13,622 קג"
05.2019,2540,"13,329 קג"
05.2019,2541,"21,100 קג"
05.2019,867,"40,525 קג"
05.2019,1389,"24,390 קג"
05.2019,1345,"9,794 קג"
05.2019,2456,"3,540 קג"
05.2019,848,"6,162 קג"
05.2019,879,"33,636 קג"
05.2019,1545,"40,274 קג"
05.2019,1546,678 קג
05.2019,1016,"195,776 קג"
05.2019,2248,"2,248 קג"
05.2019,2249,"1,990 קג"
05.2019,2250,"1,990 קג"
05.2019,126,"1,874 קג"
05.2019,127,283 קג
05.2019,27,"217,345 קג"
05.2019,2251,"1,542 קג"
05.2019,440,"7,459 קג"
05.2019,1268,"8,268 קג"
05.2019,668,"25,659 קג"
05.2019,1140,"8,550 קג"
05.2019,1017,"22,577 קג"
05.2019,246,"1,378 קג"
05.2019,390,"2,648 קג"
05.2019,391,"1,905 קג"
05.2019,392,"1,525 קג"
05.2019,818,"14,152 קג"
05.2019,2477,240 קג
05.2019,1596,109 קג
05.2019,1597,710 קג
05.2019,1598,199 קג
05.2019,1599,306 קג
05.2019,93,"12,751 קג"
05.2019,95,"8,875 קג"
05.2019,96,"9,584 קג"
05.2019,996,"19,038 קג"
05.2019,819,"12,125 קג"
05.2019,248,"3,272 קג"
05.2019,279,"8,357 קג"
05.2019,2457,800 קג
05.2019,280,"9,489 קג"
05.2019,249,"3,978 קג"
05.2019,1566,"1,926 קג"
05.2019,849,"9,800 קג"
05.2019,2584,"8,021 קג"
05.2019,1018,"28,941 קג"
05.2019,1146,"16,362 קג"
05.2019,1105,"26,649 קג"
05.2019,1141,"6,085 קג"
05.2019,850,"8,587 קג"
05.2019,2315,"3,376 קג"
05.2019,2316,"4,082 קג"
05.2019,1306,"5,571 קג"
05.2019,1524,"5,700 קג"
05.2019,283,590 קג
05.2019,353,"10,371 קג"
05.2019,1176,"21,450 קג"
05.2019,1106,"50,159 קג"
05.2019,1567,"2,078 קג"
05.2019,250,"12,423 קג"
05.2019,728,"5,993 קג"
05.2019,87,"36,620 קג"
05.2019,76,"14,990 קג"
05.2019,92,"13,025 קג"
05.2019,31,"28,638 קג"
05.2019,63,"9,399 קג"
05.2019,83,"16,590 קג"
05.2019,64,"8,007 קג"
05.2019,88,"6,191 קג"
05.2019,613,"1,824 קג"
05.2019,494,"3,818 קג"
05.2019,495,"3,459 קג"
05.2019,496,"1,738 קג"
05.2019,934,"23,886 קג"
05.2019,1625,236 קג
05.2019,921,"55,015 קג"
05.2019,1177,"3,329 קג"
05.2019,1178,"15,945 קג"
05.2019,98,"7,866 קג"
05.2019,104,"7,873 קג"
05.2019,707,"4,369 קג"
05.2019,354,"2,830 קג"
05.2019,1095,"311,164 קג"
05.2019,1138,"378,899 קג"
05.2019,1107,"25,576 קג"
05.2019,1363,"4,907 קג"
05.2019,1364,"3,930 קג"
05.2019,2523,"18,300 קג"
05.2019,371,402 קג
05.2019,372,"2,653 קג"
05.2019,373,998 קג
05.2019,374,312 קג
05.2019,375,402 קג
05.2019,376,"1,552 קג"
05.2019,377,251 קג
05.2019,378,"1,541 קג"
05.2019,379,"2,106 קג"
05.2019,65,"4,347 קג"
05.2019,1395,"14,110 קג"
05.2019,128,"3,609 קג"
05.2019,380,657 קג
05.2019,381,336 קג
05.2019,2292,"2,000 קג"
05.2019,2293,"1,312 קג"
05.2019,2294,"4,934 קג"
05.2019,2295,"1,765 קג"
05.2019,997,"1,066 קג"
05.2019,1463,"9,170 קג"
05.2019,1464,"3,932 קג"
05.2019,1477,"7,401 קג"
05.2019,2525,"9,900 קג"
05.2019,687,"6,339 קג"
05.2019,688,"6,955 קג"
05.2019,1437,"9,535 קג"
05.2019,2572,"41,297 קג"
05.2019,2574,"8,316 קג"
05.2019,382,195 קג
05.2019,610,"32,650 קג"
05.2019,1348,"5,700 קג"
05.2019,32,"6,741 קג"
05.2019,1397,"7,055 קג"
05.2019,1257,"7,812 קג"
05.2019,15,"9,900 קג"
05.2019,2331,"27,404 קג"
05.2019,2329,"37,656 קג"
05.2019,708,"9,069 קג"
05.2019,2545,"24,250 קג"
05.2019,2417,"1,131 קג"
05.2019,285,"1,389 קג"
05.2019,631,"12,388 קג"
05.2019,1096,"172,045 קג"
05.2019,1440,"8,868 קג"
05.2019,680,"12,398 קג"
05.2019,681,"4,371 קג"
05.2019,729,"8,736 קג"
05.2019,730,"3,938 קג"
05.2019,731,"2,619 קג"
05.2019,1527,"3,250 קג"
05.2019,2325,"3,783 קג"
05.2019,2321,"10,704 קג"
05.2019,2322,"2,830 קג"
05.2019,2323,"10,649 קג"
05.2019,611,"17,079 קג"
05.2019,2324,"2,690 קג"
05.2019,1398,"6,575 קג"
05.2019,2575,"18,753 קג"
05.2019,344,"6,567 קג"
05.2019,251,"2,252 קג"
05.2019,355,"1,330 קג"
05.2019,1628,497 קג
05.2019,1629,335 קג
05.2019,1588,822 קג
05.2019,252,131 קג
05.2019,1579,"1,148 קג"
05.2019,2326,"3,121 קג"
05.2019,1478,"22,185 קג"
05.2019,356,"2,200 קג"
05.2019,412,"16,372 קג"
05.2019,413,"9,076 קג"
05.2019,227,"3,265 קג"
05.2019,1180,"8,766 קג"
05.2019,1181,"3,212 קג"
05.2019,1182,"6,528 קג"
05.2019,1183,"5,742 קג"
05.2019,1514,"1,500 קג"
05.2019,1515,"1,150 קג"
05.2019,1279,"18,650 קג"
05.2019,1184,"27,431 קג"
05.2019,1185,"3,209 קג"
05.2019,2391,"1,375 קג"
05.2019,1280,"6,433 קג"
05.2019,1154,"34,270 קג"
05.2019,1619,416 קג
05.2019,1051,"6,374 קג"
05.2019,1308,"3,794 קג"
05.2019,1538,440 קג
05.2019,663,"4,507 קג"
05.2019,664,"3,689 קג"
05.2019,619,"10,740 קג"
05.2019,632,"3,013 קג"
05.2019,709,"1,689 קג"
05.2019,1454,"9,246 קג"
05.2019,1455,"9,143 קג"
05.2019,1479,"9,668 קג"
05.2019,1539,"1,195 קג"
05.2019,1532,"1,343 קג"
05.2019,397,"2,450 קג"
05.2019,398,"1,588 קג"
05.2019,897,"91,708 קג"
05.2019,898,"93,974 קג"
05.2019,1540,427 קג
05.2019,2383,458 קג
05.2019,2352,"4,293 קג"
05.2019,2353,"4,596 קג"
05.2019,2354,"4,596 קג"
05.2019,1,"2,481 קג"
05.2019,1281,"2,894 קג"
05.2019,1282,"12,256 קג"
05.2019,2499,"2,474 קג"
05.2019,1365,"1,452 קג"
05.2019,1402,"17,392 קג"
05.2019,1403,"9,752 קג"
05.2019,1155,"12,092 קג"
05.2019,1149,"22,902 קג"
05.2019,1150,"28,566 קג"
05.2019,254,"10,052 קג"
05.2019,1506,894 קג
05.2019,690,"1,065 קג"
05.2019,2548,"24,600 קג"
05.2019,7,633 קג
05.2019,17,"47,559 קג"
05.2019,18,"3,250 קג"
05.2019,915,"121,463 קג"
05.2019,916,"75,929 קג"
05.2019,2296,"6,746 קג"
05.2019,8,885 קג
05.2019,11,"5,119 קג"
05.2019,6,"2,014 קג"
05.2019,1271,"12,130 קג"
05.2019,1191,"18,600 קג"
05.2019,682,"3,192 קג"
05.2019,683,"5,758 קג"
05.2019,20,"3,895 קג"
05.2019,2469,423 קג
05.2019,1508,800 קג
05.2019,1404,702 קג
05.2019,612,"39,475 קג"
05.2019,710,"2,571 קג"
05.2019,2355,"4,898 קג"
05.2019,1020,"35,627 קג"
05.2019,387,228 קג
05.2019,388,191 קג
05.2019,935,"15,957 קג"
05.2019,936,"20,186 קג"
05.2019,2549,"14,324 קג"
05.2019,1032,"4,166 קג"
05.2019,1033,"3,784 קג"
05.2019,958,"18,593 קג"
05.2019,899,"11,056 קג"
05.2019,2463,"3,600 קג"
05.2019,959,"13,748 קג"
05.2019,840,"7,796 קג"
05.2019,841,"11,434 קג"
05.2019,937,"11,993 קג"
05.2019,393,"1,420 קג"
05.2019,455,"1,920 קג"
05.2019,456,"1,631 קג"
05.2019,457,"1,303 קג"
05.2019,458,"2,283 קג"
05.2019,1533,"3,746 קג"
05.2019,517,"70,915 קג"
05.2019,193,"5,034 קג"
05.2019,194,"7,165 קג"
05.2019,394,"4,620 קג"
05.2019,1084,"166,348 קג"
05.2019,1112,"21,867 קג"
05.2019,1113,"20,905 קג"
05.2019,1590,120 קג
05.2019,415,"23,084 קג"
05.2019,518,"15,048 קג"
05.2019,519,"9,034 קג"
05.2019,520,"22,258 קג"
05.2019,459,"1,302 קג"
05.2019,531,"5,184 קג"
05.2019,811,"38,357 קג"
05.2019,812,"36,424 קג"
05.2019,521,"17,180 קג"
05.2019,2418,"2,145 קג"
05.2019,2419,"1,326 קג"
05.2019,2420,"1,956 קג"
05.2019,40,"3,995 קג"
05.2019,692,"27,833 קג"
05.2019,1061,"1,301 קג"
05.2019,900,"39,476 קג"
05.2019,1124,"112,231 קג"
05.2019,693,"1,594 קג"
05.2019,1034,"6,427 קג"
05.2019,620,"16,025 קג"
05.2019,621,"65,171 קג"
05.2019,633,"11,699 קג"
05.2019,634,"7,898 קג"
05.2019,635,"6,849 קג"
05.2019,614,"3,565 קג"
05.2019,623,"8,402 קג"
05.2019,2299,"24,742 קג"
05.2019,644,"3,584 קג"
05.2019,645,"3,649 קג"
05.2019,651,"10,481 קג"
05.2019,647,"4,553 קג"
05.2019,657,"8,675 קג"
05.2019,652,"2,400 קג"
05.2019,910,"25,179 קג"
05.2019,773,"7,610 קג"
05.2019,986,"10,189 קג"
05.2019,774,"8,326 קג"
05.2019,2270,"4,098 קג"
05.2019,2272,747 קג
05.2019,2273,747 קג
05.2019,2274,"4,720 קג"
05.2019,2275,"11,188 קג"
05.2019,460,"2,899 קג"
05.2019,2300,"9,718 קג"
05.2019,917,"15,150 קג"
05.2019,77,"7,338 קג"
05.2019,694,"3,483 קג"
05.2019,695,"6,189 קג"
05.2019,960,"16,159 קג"
05.2019,961,"13,224 קג"
05.2019,962,"16,601 קג"
05.2019,963,"16,136 קג"
05.2019,964,"5,274 קג"
05.2019,965,"7,347 קג"
05.2019,28,"65,702 קג"
05.2019,2519,"10,096 קג"
05.2019,1529,458 קג
05.2019,820,"15,468 קג"
05.2019,1530,"3,505 קג"
05.2019,2304,"58,924 קג"
05.2019,2305,"12,623 קג"
05.2019,2306,"2,047 קג"
05.2019,2312,"36,284 קג"
05.2019,256,539 קג
05.2019,2424,"1,651 קג"
05.2019,257,"1,495 קג"
05.2019,813,"9,813 קג"
05.2019,814,"15,104 קג"
05.2019,815,"16,533 קג"
05.2019,2552,"1,982 קג"
05.2019,2307,"1,032 קג"
05.2019,1637,303 קג
05.2019,1638,198 קג
05.2019,1639,268 קג
05.2019,2553,"15,500 קג"
05.2019,78,"12,350 קג"
05.2019,79,"6,136 קג"
05.2019,292,"1,733 קג"
05.2019,41,"63,100 קג"
05.2019,1192,975 קג
05.2019,1135,"266,004 קג"
05.2019,129,"3,086 קג"
05.2019,130,"3,380 קג"
05.2019,131,"4,545 קג"
05.2019,1195,"2,620 קג"
05.2019,1196,"3,023 קג"
05.2019,922,"6,971 קג"
05.2019,923,"11,728 קג"
05.2019,2471,"1,814 קג"
05.2019,2472,"2,195 קג"
05.2019,1062,"9,233 קג"
05.2019,1063,"11,296 קג"
05.2019,1064,"11,516 קג"
05.2019,1005,"15,036 קג"
05.2019,1068,"13,551 קג"
05.2019,1069,"8,171 קג"
05.2019,1006,"13,426 קג"
05.2019,1407,"2,097 קג"
05.2019,1408,805 קג
05.2019,1409,"2,097 קג"
05.2019,1410,848 קג
05.2019,868,"24,355 קג"
05.2019,1495,"4,879 קג"
05.2019,1496,"11,419 קג"
05.2019,1315,"3,005 קג"
05.2019,615,"3,432 קג"
05.2019,419,"19,772 קג"
05.2019,1147,"10,418 קג"
05.2019,1136,"32,562 קג"
05.2019,1087,"143,992 קג"
05.2019,1088,"764,360 קג"
05.2019,1089,"33,987 קג"
05.2019,1081,"155,593 קג"
05.2019,444,"12,093 קג"
05.2019,445,"13,641 קג"
05.2019,2332,"6,908 קג"
05.2019,757,"2,162 קג"
05.2019,624,"21,045 קג"
05.2019,625,"3,833 קג"
05.2019,523,"2,906 קג"
05.2019,524,"8,220 קג"
05.2019,525,"5,163 קג"
05.2019,526,"27,229 קג"
05.2019,527,"6,475 קג"
05.2019,2372,"3,432 קג"
05.2019,2373,"2,956 קג"
05.2019,1509,"1,850 קג"
05.2019,1114,"29,339 קג"
05.2019,1115,"29,325 קג"
05.2019,1411,"1,368 קג"
05.2019,201,730 קג
05.2019,202,888 קג
05.2019,203,699 קג
05.2019,204,573 קג
05.2019,758,"3,500 קג"
05.2019,759,"3,699 קג"
05.2019,1542,597 קג
05.2019,760,"4,205 קג"
05.2019,771,"7,430 קג"
05.2019,772,"13,596 קג"
05.2019,309,"4,440 קג"
05.2019,764,"1,994 קג"
05.2019,765,"1,426 קג"
05.2019,766,"3,320 קג"
05.2019,1517,800 קג
05.2019,1511,"1,850 קג"
05.2019,122,626 קג
05.2019,123,636 קג
05.2019,714,"35,776 קג"
05.2019,627,"3,180 קג"
05.2019,1512,"2,652 קג"
05.2019,715,"4,226 קג"
05.2019,2555,"3,950 קג"
05.2019,851,"12,224 קג"
05.2019,670,"105,975 קג"
05.2019,1621,189 קג
05.2019,1622,402 קג
05.2019,336,"5,191 קג"
05.2019,795,"5,819 קג"
05.2019,399,"1,412 קג"
05.2019,195,"4,667 קג"
05.2019,1148,"251,067 קג"
05.2019,2254,385 קג
05.2019,2256,870 קג
05.2019,654,"16,902 קג"
05.2019,2557,352 קג
05.2019,1602,118 קג
05.2019,616,"6,331 קג"
05.2019,1591,111 קג
05.2019,1116,"36,589 קג"
05.2019,860,"17,312 קג"
05.2019,2513,589 קג
05.2019,617,"1,497 קג"
05.2019,423,953 קג
05.2019,425,"1,350 קג"
05.2019,775,"4,088 קג"
05.2019,2527,"8,010 קג"
05.2019,448,"21,596 קג"
05.2019,1159,"1,731 קג"
05.2019,2226,405 קג
05.2019,2208,354 קג
05.2019,998,"72,850 קג"
05.2019,1366,"2,942 קג"
05.2019,2298,"1,086 קג"
05.2019,671,"28,729 קג"
05.2019,672,"44,907 קג"
05.2019,675,"11,866 קג"
05.2019,639,"1,269 קג"
05.2019,636,"1,585 קג"
05.2019,637,"1,508 קג"
05.2019,640,"1,315 קג"
05.2019,1498,"13,535 קג"
05.2019,1499,"7,026 קג"
05.2019,1097,"99,748 קג"
05.2019,796,"4,802 קג"
05.2019,797,"3,043 קג"
05.2019,1500,"16,175 קג"
05.2019,196,"4,354 קג"
05.2019,177,"3,302 קג"
05.2019,178,"3,143 קג"
05.2019,179,"3,415 קג"
05.2019,2428,"1,922 קג"
05.2019,450,"5,064 קג"
05.2019,880,"17,018 קג"
05.2019,2429,"1,826 קג"
05.2019,629,"28,830 קג"
05.2019,966,"22,167 קג"
05.2019,891,"4,844 קג"
05.2019,852,"5,353 קג"
05.2019,853,"4,864 קג"
05.2019,1022,"34,953 קג"
05.2019,1024,"3,764 קג"
05.2019,1640,804 קג
05.2019,869,"8,850 קג"
05.2019,870,"9,900 קג"
05.2019,1641,752 קג
05.2019,918,"15,883 קג"
05.2019,1055,"8,497 קג"
05.2019,1056,"9,928 קג"
05.2019,885,"21,417 קג"
05.2019,925,"10,671 קג"
05.2019,972,"6,435 קג"
05.2019,973,"3,264 קג"
05.2019,974,"3,240 קג"
05.2019,886,"4,112 קג"
05.2019,892,408 קג
05.2019,956,"4,039 קג"
05.2019,975,"13,007 קג"
05.2019,1035,"4,839 קג"
05.2019,824,"3,923 קג"
05.2019,920,"78,916 קג"
05.2019,825,"4,195 קג"
05.2019,826,"7,317 קג"
05.2019,842,"1,679 קג"
05.2019,1339,"4,341 קג"
05.2019,1340,"4,341 קג"
05.2019,1341,"2,904 קג"
05.2019,1342,"2,904 קג"
05.2019,648,"10,076 קג"
05.2019,1462,"1,745 קג"
05.2019,676,"15,850 קג"
05.2019,2196,"1,492 קג"
05.2019,100,"6,442 קג"
