חודש/שנה קלנדרי/ת,מקט,תחזית
04.2019,1264,"5,425 קג"
04.2019,2388,"9,395 קג"
04.2019,2389,205 קג
04.2019,2490,"2,410 קג"
04.2019,2491,870 קג
04.2019,2492,"1,500 קג"
04.2019,2466,626 קג
04.2019,2517,"48,225 קג"
04.2019,2530,"5,645 קג"
04.2019,2532,"42,100 קג"
04.2019,2533,"12,350 קג"
04.2019,2534,"4,300 קג"
04.2019,2535,"49,100 קג"
04.2019,2515,"2,900 קג"
04.2019,2567,"1,465 קג"
04.2019,2536,"21,975 קג"
04.2019,2461,649 קג
04.2019,2462,871 קג
04.2019,2386,400 קג
04.2019,2496,"44,060 קג"
04.2019,2467,"1,500 קג"
04.2019,2497,"7,472 קג"
04.2019,2481,"1,093 קג"
04.2019,832,"65,795 קג"
04.2019,882,"19,887 קג"
04.2019,1052,"73,108 קג"
04.2019,1037,"20,341 קג"
04.2019,1012,"30,929 קג"
04.2019,911,"77,142 קג"
04.2019,1013,"7,651 קג"
04.2019,846,"25,203 קג"
04.2019,912,"54,710 קג"
04.2019,736,"3,460 קג"
04.2019,1144,"8,768 קג"
04.2019,25,"106,691 קג"
04.2019,85,"24,572 קג"
04.2019,74,"12,743 קג"
04.2019,1098,"17,670 קג"
04.2019,881,"29,768 קג"
04.2019,861,"116,287 קג"
04.2019,1038,"47,732 קג"
04.2019,883,"8,898 קג"
04.2019,833,"152,372 קג"
04.2019,834,"37,399 קג"
04.2019,35,"14,454 קג"
04.2019,114,"10,679 קג"
04.2019,111,"8,895 קג"
04.2019,1049,"2,205 קג"
04.2019,1050,"2,229 קג"
04.2019,117,"4,095 קג"
04.2019,118,"11,152 קג"
04.2019,37,"17,530 קג"
04.2019,1099,"91,277 קג"
04.2019,38,"79,272 קג"
04.2019,120,"12,759 קג"
04.2019,121,"2,255 קג"
04.2019,1086,"540,332 קג"
04.2019,1134,"207,815 קג"
04.2019,91,"16,771 קג"
04.2019,878,"278,266 קג"
04.2019,1053,"18,913 קג"
04.2019,862,"23,899 קג"
04.2019,863,"198,400 קג"
04.2019,864,"10,561 קג"
04.2019,1145,"213,103 קג"
04.2019,1142,"12,788 קג"
04.2019,1143,"12,877 קג"
04.2019,847,"16,248 קג"
04.2019,39,"8,325 קג"
04.2019,112,"5,287 קג"
04.2019,989,"70,422 קג"
04.2019,913,"16,403 קג"
04.2019,914,"120,279 קג"
04.2019,1014,"153,868 קג"
04.2019,1003,"18,931 קג"
04.2019,1054,"54,209 קג"
04.2019,116,"9,305 קג"
04.2019,1100,"32,040 קג"
04.2019,1015,"12,125 קג"
04.2019,1101,"86,086 קג"
04.2019,86,"6,116 קג"
04.2019,30,"11,710 קג"
04.2019,1102,"64,235 קג"
04.2019,75,"18,215 קג"
04.2019,1122,"22,102 קג"
04.2019,1094,"37,080 קג"
04.2019,884,"11,088 קג"
04.2019,835,"97,193 קג"
04.2019,865,"18,217 קג"
04.2019,866,"77,502 קג"
04.2019,1174,"5,396 קג"
04.2019,1175,"6,762 קג"
04.2019,1610,850 קג
04.2019,1608,155 קג
04.2019,1609,933 קג
04.2019,320,"1,667 קג"
04.2019,1039,"23,769 קג"
04.2019,1123,"12,045 קג"
04.2019,2244,"1,696 קג"
04.2019,2245,"2,387 קג"
04.2019,2246,"1,551 קג"
04.2019,1305,"2,156 קג"
04.2019,727,543 קג
04.2019,1612,204 קג
04.2019,725,106 קג
04.2019,1559,"1,289 קג"
04.2019,1560,684 קג
04.2019,1561,"1,656 קג"
04.2019,1562,"1,058 קג"
04.2019,1587,561 קג
04.2019,1103,"34,244 קג"
04.2019,1584,"1,004 קג"
04.2019,859,"16,971 קג"
04.2019,115,"8,195 קג"
04.2019,2333,"8,140 קג"
04.2019,2484,"2,734 קג"
04.2019,1563,878 קג
04.2019,1564,"1,325 קג"
04.2019,1565,"1,001 קג"
04.2019,726,163 קג
04.2019,59,"23,002 קג"
04.2019,60,"12,204 קג"
04.2019,61,"28,990 קג"
04.2019,62,"32,624 קג"
04.2019,1265,683 קג
04.2019,321,"3,246 קג"
04.2019,1388,"20,964 קג"
04.2019,1266,"2,884 קג"
04.2019,276,"1,089 קג"
04.2019,438,"5,281 קג"
04.2019,2455,"1,303 קג"
04.2019,367,"2,952 קג"
04.2019,26,"73,984 קג"
04.2019,82,"13,980 קג"
04.2019,2247,"1,064 קג"
04.2019,1040,"38,899 קג"
04.2019,102,"12,257 קג"
04.2019,867,"35,318 קג"
04.2019,1389,"4,848 קג"
04.2019,1345,"1,617 קג"
04.2019,2456,"1,826 קג"
04.2019,848,"4,480 קג"
04.2019,1545,"28,457 קג"
04.2019,1616,732 קג
04.2019,1617,582 קג
04.2019,1618,283 קג
04.2019,2542,"19,000 קג"
04.2019,2543,"15,220 קג"
04.2019,1546,317 קג
04.2019,1016,"191,720 קג"
04.2019,2248,"1,620 קג"
04.2019,2249,310 קג
04.2019,2250,310 קג
04.2019,126,"1,505 קג"
04.2019,127,245 קג
04.2019,1346,"6,379 קג"
04.2019,27,"178,915 קג"
04.2019,2251,"1,161 קג"
04.2019,2252,819 קג
04.2019,1390,"16,937 קג"
04.2019,1362,"19,294 קג"
04.2019,1267,"6,120 קג"
04.2019,1268,981 קג
04.2019,668,"35,791 קג"
04.2019,1140,"12,146 קג"
04.2019,1017,"32,807 קג"
04.2019,246,"1,121 קג"
04.2019,247,140 קג
04.2019,390,903 קג
04.2019,391,"1,328 קג"
04.2019,392,"1,041 קג"
04.2019,818,"12,565 קג"
04.2019,1598,206 קג
04.2019,93,"11,164 קג"
04.2019,95,"7,038 קג"
04.2019,96,"8,616 קג"
04.2019,996,"3,162 קג"
04.2019,819,"10,621 קג"
04.2019,2478,238 קג
04.2019,248,"4,625 קג"
04.2019,279,"1,903 קג"
04.2019,280,"3,729 קג"
04.2019,249,"2,223 קג"
04.2019,1566,"1,036 קג"
04.2019,849,"6,997 קג"
04.2019,2584,"8,021 קג"
04.2019,1018,"27,695 קג"
04.2019,1146,"15,841 קג"
04.2019,1105,"27,136 קג"
04.2019,678,"6,400 קג"
04.2019,679,"4,510 קג"
04.2019,1141,"8,738 קג"
04.2019,850,"5,934 קג"
04.2019,281,"11,349 קג"
04.2019,2315,"2,157 קג"
04.2019,2316,"2,219 קג"
04.2019,1306,"3,092 קג"
04.2019,1524,800 קג
04.2019,1624,625 קג
04.2019,283,443 קג
04.2019,353,"2,132 קג"
04.2019,1176,"5,021 קג"
04.2019,1600,491 קג
04.2019,1601,104 קג
04.2019,1525,"4,650 קג"
04.2019,1106,"48,315 קג"
04.2019,1567,"1,047 קג"
04.2019,250,"7,175 קג"
04.2019,728,"5,628 קג"
04.2019,87,"30,474 קג"
04.2019,76,"11,706 קג"
04.2019,92,"11,911 קג"
04.2019,31,"21,577 קג"
04.2019,63,"8,032 קג"
04.2019,103,"3,952 קג"
04.2019,83,"15,705 קג"
04.2019,64,"6,671 קג"
04.2019,88,"5,776 קג"
04.2019,613,"1,230 קג"
04.2019,1632,"3,079 קג"
04.2019,1633,"3,992 קג"
04.2019,494,980 קג
04.2019,495,"1,136 קג"
04.2019,496,980 קג
04.2019,934,"21,089 קג"
04.2019,1625,146 קג
04.2019,921,"48,512 קג"
04.2019,1177,"3,738 קג"
04.2019,1178,"19,428 קג"
04.2019,98,"7,399 קג"
04.2019,104,"8,062 קג"
04.2019,707,"2,711 קג"
04.2019,354,"2,989 קג"
04.2019,1095,"264,750 קג"
04.2019,1042,"5,700 קג"
04.2019,1043,"7,275 קג"
04.2019,1138,"370,275 קג"
04.2019,1107,"25,890 קג"
04.2019,1019,"31,285 קג"
04.2019,1179,"14,707 קג"
04.2019,1363,"6,869 קג"
04.2019,1364,"3,899 קג"
04.2019,371,122 קג
04.2019,372,"1,567 קג"
04.2019,373,"1,128 קג"
04.2019,374,108 קג
04.2019,375,156 קג
04.2019,376,790 קג
04.2019,378,727 קג
04.2019,379,"1,045 קג"
04.2019,2544,"27,400 קג"
04.2019,65,"2,607 קג"
04.2019,2524,"19,000 קג"
04.2019,1395,"17,835 קג"
04.2019,128,"1,094 קג"
04.2019,307,"1,003 קג"
04.2019,380,534 קג
04.2019,381,119 קג
04.2019,2292,"1,866 קג"
04.2019,2293,921 קג
04.2019,2294,"4,336 קג"
04.2019,2295,"2,068 קג"
04.2019,997,825 קג
04.2019,1463,"5,253 קג"
04.2019,1464,"2,368 קג"
04.2019,1477,"6,102 קג"
04.2019,687,"5,306 קג"
04.2019,688,"4,735 קג"
04.2019,1437,"1,524 קג"
04.2019,1627,"1,518 קג"
04.2019,2572,"41,296 קג"
04.2019,2574,"8,316 קג"
04.2019,382,128 קג
04.2019,610,"12,637 קג"
04.2019,1348,905 קג
04.2019,32,"4,604 קג"
04.2019,1397,"4,957 קג"
04.2019,1257,763 קג
04.2019,2331,"15,102 קג"
04.2019,2329,"21,900 קג"
04.2019,708,"1,850 קג"
04.2019,285,885 קג
04.2019,631,"7,530 קג"
04.2019,2526,"10,110 קג"
04.2019,1096,"166,813 קג"
04.2019,1440,"1,150 קג"
04.2019,680,"7,410 קג"
04.2019,681,"2,971 קג"
04.2019,729,"8,102 קג"
04.2019,730,"3,656 קג"
04.2019,731,"2,434 קג"
04.2019,1527,"2,060 קג"
04.2019,2325,"2,117 קג"
04.2019,2321,"7,776 קג"
04.2019,2322,"4,112 קג"
04.2019,2323,"7,817 קג"
04.2019,611,"15,011 קג"
04.2019,1443,"9,726 קג"
04.2019,1444,"11,889 קג"
04.2019,2324,"2,312 קג"
04.2019,1398,"1,717 קג"
04.2019,1399,"9,920 קג"
04.2019,2575,"18,753 קג"
04.2019,344,"2,478 קג"
04.2019,251,"2,119 קג"
04.2019,1400,"28,223 קג"
04.2019,1629,345 קג
04.2019,252,"2,830 קג"
04.2019,1579,986 קג
04.2019,2326,"2,296 קג"
04.2019,1478,"19,889 קג"
04.2019,412,703 קג
04.2019,413,"2,552 קג"
04.2019,227,"3,265 קג"
04.2019,1180,"1,570 קג"
04.2019,1181,"2,047 קג"
04.2019,1182,"4,400 קג"
04.2019,1183,728 קג
04.2019,1279,"7,841 קג"
04.2019,1184,"22,529 קג"
04.2019,1185,"3,230 קג"
04.2019,1280,"1,258 קג"
04.2019,1154,"14,166 קג"
04.2019,1589,604 קג
04.2019,1620,364 קג
04.2019,1630,399 קג
04.2019,1537,294 קג
04.2019,1538,284 קג
04.2019,663,"3,213 קג"
04.2019,664,"3,133 קג"
04.2019,619,"55,536 קג"
04.2019,632,"3,020 קג"
04.2019,709,"1,121 קג"
04.2019,1454,"5,051 קג"
04.2019,1455,"5,409 קג"
04.2019,1479,"5,736 קג"
04.2019,497,800 קג
04.2019,498,800 קג
04.2019,1539,218 קג
04.2019,1532,206 קג
04.2019,397,"1,567 קג"
04.2019,398,"1,274 קג"
04.2019,16,"5,700 קג"
04.2019,289,"2,276 קג"
04.2019,897,"100,427 קג"
04.2019,898,"102,762 קג"
04.2019,2546,"23,200 קג"
04.2019,1540,284 קג
04.2019,290,"2,596 קג"
04.2019,2383,458 קג
04.2019,2352,"4,293 קג"
04.2019,2353,"4,596 קג"
04.2019,2354,"4,596 קג"
04.2019,1,"2,648 קג"
04.2019,1281,555 קג
04.2019,1282,"7,884 קג"
04.2019,1349,"4,662 קג"
04.2019,1350,286 קג
04.2019,2479,546 קג
04.2019,323,"4,896 קג"
04.2019,1365,"1,255 קג"
04.2019,1402,"16,937 קג"
04.2019,1449,"6,498 קג"
04.2019,1312,"1,045 קג"
04.2019,1403,"1,382 קג"
04.2019,1155,"7,620 קג"
04.2019,1149,"9,856 קג"
04.2019,1150,"12,617 קג"
04.2019,254,"10,364 קג"
04.2019,1313,"2,060 קג"
04.2019,690,"1,191 קג"
04.2019,2392,994 קג
04.2019,1314,"1,065 קג"
04.2019,7,624 קג
04.2019,18,"1,500 קג"
04.2019,915,"85,675 קג"
04.2019,916,"60,884 קג"
04.2019,2296,"6,075 קג"
04.2019,1516,"3,250 קג"
04.2019,6,"1,058 קג"
04.2019,1271,"1,510 קג"
04.2019,1191,"3,624 קג"
04.2019,2500,"2,900 קג"
04.2019,682,"1,844 קג"
04.2019,683,"3,068 קג"
04.2019,19,"28,100 קג"
04.2019,9,949 קג
04.2019,1272,"9,106 קג"
04.2019,12,"5,000 קג"
04.2019,1507,"24,806 קג"
04.2019,1508,800 קג
04.2019,1404,198 קג
04.2019,612,"70,100 קג"
04.2019,710,"1,685 קג"
04.2019,2355,"4,898 קג"
04.2019,1020,"35,562 קג"
04.2019,1577,835 קג
04.2019,387,939 קג
04.2019,388,704 קג
04.2019,935,"14,126 קג"
04.2019,936,"18,208 קג"
04.2019,2549,"24,273 קג"
04.2019,1032,"2,522 קג"
04.2019,1033,"2,510 קג"
04.2019,958,"17,135 קג"
04.2019,959,"15,329 קג"
04.2019,840,"7,165 קג"
04.2019,841,"9,540 קג"
04.2019,937,"10,692 קג"
04.2019,393,"1,055 קג"
04.2019,691,"4,755 קג"
04.2019,455,"1,246 קג"
04.2019,456,972 קג
04.2019,457,613 קג
04.2019,458,535 קג
04.2019,1533,269 קג
04.2019,1534,"2,899 קג"
04.2019,517,"67,535 קג"
04.2019,1535,"1,010 קג"
04.2019,193,"3,031 קג"
04.2019,194,"4,926 קג"
04.2019,394,"2,313 קג"
04.2019,1084,"165,123 קג"
04.2019,1112,"12,890 קג"
04.2019,1113,"12,286 קג"
04.2019,415,"20,448 קג"
04.2019,518,"10,288 קג"
04.2019,519,"1,561 קג"
04.2019,520,"12,078 קג"
04.2019,459,"1,488 קג"
04.2019,531,"7,520 קג"
04.2019,2464,"4,650 קג"
04.2019,811,"32,627 קג"
04.2019,812,"32,540 קג"
04.2019,1406,"1,214 קג"
04.2019,2470,660 קג
04.2019,521,"9,620 קג"
04.2019,532,"3,110 קג"
04.2019,2421,801 קג
04.2019,2422,836 קג
04.2019,2423,622 קג
04.2019,40,"4,696 קג"
04.2019,692,"18,164 קג"
04.2019,1061,253 קג
04.2019,900,"41,687 קג"
04.2019,1124,"115,469 קג"
04.2019,693,"1,564 קג"
04.2019,1034,"3,687 קג"
04.2019,620,"15,500 קג"
04.2019,621,"42,228 קג"
04.2019,633,"7,940 קג"
04.2019,634,"6,475 קג"
04.2019,635,"4,265 קג"
04.2019,614,"2,667 קג"
04.2019,623,"6,467 קג"
04.2019,2299,"13,769 קג"
04.2019,644,"1,944 קג"
04.2019,645,"1,944 קג"
04.2019,651,"5,776 קג"
04.2019,647,"3,590 קג"
04.2019,657,"5,697 קג"
04.2019,652,"1,619 קג"
04.2019,2551,"1,234 קג"
04.2019,910,"21,825 קג"
04.2019,773,"6,729 קג"
04.2019,986,"8,971 קג"
04.2019,774,"7,326 קג"
04.2019,2270,453 קג
04.2019,2272,188 קג
04.2019,2273,188 קג
04.2019,2274,730 קג
04.2019,2275,"1,612 קג"
04.2019,460,"3,158 קג"
04.2019,2300,"5,083 קג"
04.2019,917,"16,083 קג"
04.2019,2271,"4,451 קג"
04.2019,2276,"1,129 קג"
04.2019,2277,"10,852 קג"
04.2019,2278,953 קג
04.2019,2279,"4,678 קג"
04.2019,77,"7,482 קג"
04.2019,694,"2,479 קג"
04.2019,695,"4,623 קג"
04.2019,461,752 קג
04.2019,960,"13,659 קג"
04.2019,961,"11,801 קג"
04.2019,962,"14,620 קג"
04.2019,963,"13,871 קג"
04.2019,964,"4,716 קג"
04.2019,1541,260 קג
04.2019,965,"6,379 קג"
04.2019,28,"43,608 קג"
04.2019,2519,"10,012 קג"
04.2019,1529,447 קג
04.2019,820,"13,409 קג"
04.2019,1530,"1,247 קג"
04.2019,2304,"18,923 קג"
04.2019,2305,"4,569 קג"
04.2019,2306,"2,249 קג"
04.2019,2312,"8,350 קג"
04.2019,256,396 קג
04.2019,257,"3,911 קג"
04.2019,813,"8,754 קג"
04.2019,814,"14,755 קג"
04.2019,815,"15,893 קג"
04.2019,2552,"1,417 קג"
04.2019,2307,"1,858 קג"
04.2019,1634,520 קג
04.2019,1635,660 קג
04.2019,1636,275 קג
04.2019,78,"1,850 קג"
04.2019,79,"5,561 קג"
04.2019,292,"2,023 קג"
04.2019,258,604 קג
04.2019,658,"5,642 קג"
04.2019,696,765 קג
04.2019,41,"60,767 קג"
04.2019,1192,"1,349 קג"
04.2019,1135,"278,817 קג"
04.2019,464,"4,240 קג"
04.2019,465,"5,062 קג"
04.2019,129,"1,172 קג"
04.2019,130,"1,198 קג"
04.2019,131,"2,141 קג"
04.2019,1195,800 קג
04.2019,1196,707 קג
04.2019,922,"6,259 קג"
04.2019,923,"10,772 קג"
04.2019,1062,"9,073 קג"
04.2019,1063,"10,823 קג"
04.2019,1064,"11,193 קג"
04.2019,1005,"13,783 קג"
04.2019,1068,"12,314 קג"
04.2019,1069,"7,265 קג"
04.2019,1006,"13,639 קג"
04.2019,868,"21,529 קג"
04.2019,1495,"4,822 קג"
04.2019,1496,"12,677 קג"
04.2019,2222,165 קג
04.2019,615,"1,620 קג"
04.2019,419,"15,613 קג"
04.2019,1147,"8,907 קג"
04.2019,1197,"17,367 קג"
04.2019,1198,"5,045 קג"
04.2019,1136,"31,460 קג"
04.2019,1087,"188,396 קג"
04.2019,1088,"936,437 קג"
04.2019,1089,"50,916 קג"
04.2019,1081,"170,196 קג"
04.2019,444,"4,466 קג"
04.2019,445,"5,292 קג"
04.2019,1199,"3,081 קג"
04.2019,2332,"2,229 קג"
04.2019,757,"2,997 קג"
04.2019,624,"13,675 קג"
04.2019,625,"5,396 קג"
04.2019,523,530 קג
04.2019,524,"4,698 קג"
04.2019,525,497 קג
04.2019,526,"19,933 קג"
04.2019,527,"8,285 קג"
04.2019,2425,792 קג
04.2019,2372,"3,432 קג"
04.2019,2373,"2,956 קג"
04.2019,1509,"1,850 קג"
04.2019,1114,"30,275 קג"
04.2019,1115,"26,395 קג"
04.2019,201,348 קג
04.2019,202,389 קג
04.2019,203,319 קג
04.2019,204,273 קג
04.2019,758,"3,425 קג"
04.2019,759,"3,940 קג"
04.2019,447,"6,167 קג"
04.2019,360,"2,736 קג"
04.2019,361,"14,098 קג"
04.2019,1542,476 קג
04.2019,760,"4,083 קג"
04.2019,771,"7,072 קג"
04.2019,772,"13,900 קג"
04.2019,309,"1,135 קג"
04.2019,764,"2,029 קג"
04.2019,765,"1,473 קג"
04.2019,766,"3,325 קג"
04.2019,1510,"1,850 קג"
04.2019,2554,"37,878 קג"
04.2019,1511,"2,200 קג"
04.2019,122,368 קג
04.2019,123,701 קג
04.2019,2473,"2,603 קג"
04.2019,2474,"2,148 קג"
04.2019,714,"24,488 קג"
04.2019,627,"6,370 קג"
04.2019,2426,"1,239 קג"
04.2019,715,"2,617 קג"
04.2019,653,"4,755 קג"
04.2019,851,"9,136 קג"
04.2019,670,"33,350 קג"
04.2019,22,"2,900 קג"
04.2019,1621,541 קג
04.2019,1622,629 קג
04.2019,23,"30,315 קג"
04.2019,2556,"3,600 קג"
04.2019,336,"3,068 קג"
04.2019,795,"3,870 קג"
04.2019,399,"1,385 קג"
04.2019,195,"3,004 קג"
04.2019,1148,"13,155 קג"
04.2019,2254,313 קג
04.2019,2256,598 קג
04.2019,654,"14,387 קג"
04.2019,2485,"7,548 קג"
04.2019,2557,352 קג
04.2019,616,"1,885 קג"
04.2019,1116,"33,234 קג"
04.2019,860,"22,429 קג"
04.2019,655,"6,174 קג"
04.2019,2513,624 קג
04.2019,617,597 קג
04.2019,423,"1,250 קג"
04.2019,425,"1,453 קג"
04.2019,775,"1,378 קג"
04.2019,2528,"8,914 קג"
04.2019,448,"24,746 קג"
04.2019,1159,"1,680 קג"
04.2019,2226,343 קג
04.2019,2208,283 קג
04.2019,998,"16,138 קג"
04.2019,1366,"1,509 קג"
04.2019,671,"21,890 קג"
04.2019,672,"24,356 קג"
04.2019,673,"3,017 קג"
04.2019,674,"1,158 קג"
04.2019,675,"6,085 קג"
04.2019,639,903 קג
04.2019,636,755 קג
04.2019,637,735 קג
04.2019,640,995 קג
04.2019,1498,"15,960 קג"
04.2019,1499,"6,828 קג"
04.2019,477,"2,583 קג"
04.2019,1097,"68,172 קג"
04.2019,796,"3,002 קג"
04.2019,797,"1,731 קג"
04.2019,1500,"18,791 קג"
04.2019,196,"2,689 קג"
04.2019,177,"2,140 קג"
04.2019,178,"2,053 קג"
04.2019,179,"2,217 קג"
04.2019,880,"14,978 קג"
04.2019,629,"16,693 קג"
04.2019,478,491 קג
04.2019,966,"20,082 קג"
04.2019,891,"2,934 קג"
04.2019,852,"4,243 קג"
04.2019,853,"3,671 קג"
04.2019,1022,"35,588 קג"
04.2019,1024,"3,831 קג"
04.2019,1641,251 קג
04.2019,1283,"5,610 קג"
04.2019,1284,"2,879 קג"
04.2019,1258,"7,404 קג"
04.2019,918,"13,611 קג"
04.2019,1055,"10,048 קג"
04.2019,885,"21,465 קג"
04.2019,925,"9,406 קג"
04.2019,972,"4,735 קג"
04.2019,973,"2,910 קג"
04.2019,955,"1,672 קג"
04.2019,974,"2,741 קג"
04.2019,886,"4,121 קג"
04.2019,892,"3,000 קג"
04.2019,956,"3,775 קג"
04.2019,975,"8,695 קג"
04.2019,1035,"2,939 קג"
04.2019,824,"3,801 קג"
04.2019,920,"55,666 קג"
04.2019,826,"7,120 קג"
04.2019,1339,637 קג
04.2019,1340,"1,032 קג"
04.2019,1341,768 קג
04.2019,1342,768 קג
04.2019,648,"4,075 קג"
04.2019,1462,345 קג
04.2019,2196,921 קג
04.2019,100,"5,272 קג"
04.2019,94,"4,084 קג"
04.2019,34,"4,878 קג"
04.2019,66,"3,514 קג"
04.2019,105,"4,608 קג"
04.2019,42,"1,956 קג"
04.2019,101,"5,427 קג"
04.2019,2197,865 קג
04.2019,2198,267 קג
04.2019,2185,229 קג
04.2019,1412,"8,596 קג"
04.2019,2199,"1,164 קג"
04.2019,362,"5,481 קג"
04.2019,2186,331 קג
04.2019,2187,"1,152 קג"
04.2019,1077,"5,766 קג"
04.2019,1078,"5,766 קג"
04.2019,1079,"8,526 קג"
04.2019,2191,815 קג
04.2019,2210,613 קג
04.2019,2211,703 קג
04.2019,2224,799 קג
04.2019,2212,352 קג
04.2019,2213,"1,748 קג"
04.2019,183,"3,623 קג"
04.2019,1642,207 קג
04.2019,295,"1,509 קג"
04.2019,1108,"10,103 קג"
04.2019,1082,"72,715 קג"
04.2019,1083,"91,407 קג"
04.2019,1450,201 קג
04.2019,718,"1,044 קג"
04.2019,1603,115 קג
04.2019,1156,"1,647 קג"
04.2019,801,244 קג
04.2019,802,265 קג
04.2019,1109,"11,788 קג"
04.2019,1090,"39,615 קג"
04.2019,1604,215 קג
04.2019,1117,"20,147 קג"
04.2019,1592,115 קג
04.2019,1593,104 קג
04.2019,1060,"18,273 קג"
04.2019,2430,"1,239 קג"
04.2019,1118,"16,908 קג"
04.2019,929,"38,585 קג"
04.2019,1643,"1,846 קג"
04.2019,184,"3,174 קג"
04.2019,404,878 קג
04.2019,185,"8,716 קג"
04.2019,186,"8,939 קג"
04.2019,154,157 קג
04.2019,383,503 קג
04.2019,155,"1,003 קג"
04.2019,156,998 קג
04.2019,656,"4,098 קג"
04.2019,641,"1,886 קג"
04.2019,405,775 קג
04.2019,406,703 קג
04.2019,157,"2,084 קג"
04.2019,158,945 קג
04.2019,159,"2,022 קג"
04.2019,160,987 קג
04.2019,161,"1,387 קג"
04.2019,141,149 קג
04.2019,325,903 קג
04.2019,987,"16,007 קג"
04.2019,988,"35,841 קג"
04.2019,310,263 קג
04.2019,311,326 קג
04.2019,312,278 קג
04.2019,642,"1,439 קג"
04.2019,976,"3,528 קג"
04.2019,162,"1,995 קג"
04.2019,163,"4,293 קג"
04.2019,164,813 קג
04.2019,142,393 קג
04.2019,165,"1,614 קג"
04.2019,43,"13,218 קג"
04.2019,2560,"29,308 קג"
04.2019,45,"5,183 קג"
04.2019,46,"8,264 קג"
04.2019,47,"4,649 קג"
04.2019,48,"2,593 קג"
04.2019,49,"7,896 קג"
04.2019,1413,"2,016 קג"
04.2019,643,"1,351 קג"
04.2019,719,"2,233 קג"
04.2019,1125,"5,873 קג"
04.2019,1151,"4,474 קג"
04.2019,1152,"3,272 קג"
04.2019,1153,"2,156 קג"
04.2019,977,"2,762 קג"
04.2019,1521,"3,250 קג"
04.2019,703,"4,320 קג"
04.2019,704,"3,276 קג"
04.2019,705,"3,561 קג"
04.2019,1157,"26,009 קג"
04.2019,482,380 קג
04.2019,483,"1,383 קג"
04.2019,1580,560 קג
04.2019,1139,"102,419 קג"
04.2019,384,561 קג
04.2019,385,474 קג
04.2019,188,"4,047 קג"
04.2019,189,"3,437 קג"
04.2019,190,"3,402 קג"
04.2019,191,"3,321 קג"
04.2019,167,603 קג
04.2019,665,"2,675 קג"
04.2019,939,"32,401 קג"
04.2019,24,"4,468 קג"
04.2019,2214,"1,029 קג"
04.2019,2227,686 קג
04.2019,1594,429 קג
04.2019,485,958 קג
04.2019,486,"1,016 קג"
04.2019,487,"1,383 קג"
04.2019,488,958 קג
04.2019,144,402 קג
04.2019,2396,310 קג
04.2019,327,"1,987 קג"
04.2019,901,"10,944 קג"
04.2019,2397,135 קג
04.2019,505,"14,064 קג"
04.2019,506,"5,039 קג"
04.2019,507,"5,056 קג"
04.2019,508,"5,392 קג"
04.2019,509,"9,471 קג"
04.2019,1581,817 קג
04.2019,2511,"3,250 קג"
04.2019,2512,"2,200 קג"
04.2019,50,"10,337 קג"
04.2019,735,378 קג
04.2019,684,"5,230 קג"
04.2019,491,"3,263 קג"
04.2019,1158,"3,545 קג"
04.2019,386,380 קג
04.2019,2201,831 קג
04.2019,2228,628 קג
04.2019,741,"1,757 קג"
04.2019,1119,"25,781 קג"
04.2019,747,"7,365 קג"
04.2019,748,"12,172 קג"
04.2019,749,"7,411 קג"
04.2019,106,"5,352 קג"
04.2019,492,"1,511 קג"
04.2019,685,"5,889 קג"
04.2019,2229,"2,083 קג"
04.2019,2230,719 קג
04.2019,2192,574 קג
04.2019,2202,399 קג
04.2019,2203,260 קג
04.2019,742,"1,568 קג"
04.2019,743,"2,704 קג"
04.2019,1200,"1,270 קג"
04.2019,1201,"1,481 קג"
04.2019,2204,884 קג
04.2019,2180,"1,650 קג"
04.2019,750,"13,773 קג"
04.2019,751,"6,047 קג"
04.2019,328,"2,855 קג"
04.2019,752,"4,437 קג"
04.2019,737,208 קג
04.2019,738,220 קג
04.2019,1582,370 קג
04.2019,2231,"1,259 קג"
04.2019,2215,"1,175 קג"
04.2019,2433,638 קג
04.2019,2434,552 קג
04.2019,329,"2,393 קג"
04.2019,1415,"4,300 קג"
04.2019,1416,"1,465 קג"
04.2019,1417,923 קג
04.2019,145,429 קג
04.2019,146,263 קג
04.2019,147,387 קג
04.2019,168,"5,061 קג"
04.2019,169,"3,382 קג"
04.2019,170,"5,354 קג"
04.2019,2435,885 קג
04.2019,838,"71,864 קג"
04.2019,313,"3,607 קג"
04.2019,69,"1,447 קג"
04.2019,84,"1,495 קג"
04.2019,2436,"1,080 קג"
04.2019,263,"2,446 קג"
04.2019,314,"2,645 קג"
04.2019,265,"1,251 קג"
04.2019,887,"35,765 קג"
04.2019,706,"5,607 קג"
04.2019,2188,"3,661 קג"
04.2019,2205,"3,105 קג"
04.2019,721,275 קג
04.2019,2301,861 קג
04.2019,107,"6,081 קג"
04.2019,873,"15,434 קג"
04.2019,874,"9,843 קג"
04.2019,2216,"1,274 קג"
04.2019,2217,"3,065 קג"
04.2019,940,"19,211 קג"
04.2019,1352,"1,344 קג"
04.2019,1418,157 קג
04.2019,1274,"1,314 קג"
04.2019,1293,"2,386 קג"
04.2019,1316,981 קג
04.2019,1317,"1,733 קג"
04.2019,1318,"1,599 קג"
04.2019,2218,450 קג
04.2019,2232,"3,103 קג"
04.2019,2206,"1,831 קג"
04.2019,2189,"2,448 קג"
